dt,switch,src,dst,pktCount,byteCount,duration,duration_nsec,total_duration,flows,pktrate,pairflow,protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label,packetins,byteperflow,packetperflow
3219,4,10.0.0.206,10.0.0.239,406,48642,121,3390,435,3,75.45121701125265,4,TCP,27055,38338,2657,49.06870323054394,3.2313177125384867,68.59260004869076,0,3,245,20
3220,3,10.0.0.156,10.0.0.148,103,30668,202,1652,688,3,96.77431260957984,1,TCP,39885,24583,48649,40.668544790974174,35.278583306776596,89.28013397889002,0,9,183,17
3221,8,10.0.0.196,10.0.0.58,437,20695,260,2632,726,2,34.33222064435024,2,UDP,34729,16243,18253,32.40062597448819,32.051943085195326,94.5700751962194,1,5,385,19
3222,9,10.0.0.243,10.0.0.108,96,1119,466,3889,144,7,13.098714866607484,1,TCP,14156,15981,24563,48.80781904229419,10.581309284304107,30.244844277579375,0,4,845,15
3223,7,10.0.0.16,10.0.0.56,159,49007,410,2624,661,4,16.36625117046048,1,ICMP,11611,39886,19385,16.359581595991543,45.05832084068864,76.71963787615383,1,2,402,7
3224,10,10.0.0.194,10.0.0.22,432,19862,394,1626,776,5,71.09584116311454,2,UDP,20853,46755,1524,19.581912974038207,41.46335755072196,33.61238601173727,1,6,898,3
3225,5,10.0.0.92,10.0.0.124,418,25302,70,285,681,3,53.28360801689576,3,TCP,47745,21425,21442,11.692742089836985,26.79478705832602,7.074257175544666,0,0,258,15
3226,9,10.0.0.246,10.0.0.11,295,31750,285,2692,542,9,38.223928313727114,3,ICMP,60011,17770,34442,2.0691081952211814,16.800831662448317,93.92843207792059,0,10,487,18
3227,7,10.0.0.234,10.0.0.111,198,27476,275,1953,232,10,75.8208853196836,5,ICMP,40884,27298,2019,28.697906689182595,37.124250699314764,81.33361558243472,1,4,938,3
3228,7,10.0.0.56,10.0.0.59,399,40969,300,2102,812,5,90.92540080093096,1,TCP,59579,7189,20595,38.07345653735314,23.02306596140347,16.448757242078734,1,8,962,3
3229,3,10.0.0.219,10.0.0.191,398,23789,325,2219,333,1,7.470551675055118,2,ICMP,1412,7534,26525,23.68017331234721,43.400013716001666,30.946444030540054,1,6,476,12
3230,9,10.0.0.121,10.0.0.224,143,39179,368,300,472,9,1.8840800967269649,2,TCP,45606,47407,28745,12.519569177776377,35.13925945808968,55.69961433207955,0,4,320,15
3231,2,10.0.0.164,10.0.0.147,11,20249,296,871,479,6,35.51599150740685,3,UDP,31275,13908,27276,14.751196431753911,35.265556399316125,7.791651084383232,1,10,55,14
3232,1,10.0.0.132,10.0.0.74,72,4615,433,4337,106,6,47.55583092695956,5,TCP,51697,48172,32857,21.961752995794825,37.35182677375817,67.72568033467647,1,1,785,1
3233,2,10.0.0.243,10.0.0.67,386,19936,411,4988,427,4,34.860814413247276,5,UDP,30672,29325,42520,36.77746413322737,22.079075767939926,59.72031411396981,1,3,906,13
3234,7,10.0.0.165,10.0.0.141,397,23921,216,1114,547,1,55.784879575871464,5,ICMP,47254,25056,18822,1.8729629784603579,49.51904385386427,83.43493116703112,1,0,215,11
3235,5,10.0.0.129,10.0.0.44,152,9567,229,2536,173,2,32.92207830194546,4,UDP,46308,47412,20419,15.221402214441675,43.863733562273005,56.044464159912934,0,7,333,8
3236,2,10.0.0.36,10.0.0.253,177,29377,184,4653,843,7,52.28539576672352,4,UDP,15733,24380,2624,21.794531956142094,41.07436913747161,46.95904980453763,1,7,397,2
3237,3,10.0.0.164,10.0.0.156,410,42541,282,335,795,7,72.5639339759427,2,TCP,15729,40870,15673,9.415256949701783,29.412966427597418,82.03062420850532,0,10,62,19
3238,4,10.0.0.170,10.0.0.200,316,43205,158,4271,730,6,63.46716468471798,2,TCP,10737,14630,46675,44.12635097485485,48.00813605122701,54.61315652499258,1,10,290,19
3239,3,10.0.0.215,10.0.0.7,310,29619,327,2397,568,8,35.22330902207279,4,UDP,31535,33325,47894,21.0272179977819,4.392737061530549,10.940264878774869,0,10,633,11
3240,8,10.0.0.198,10.0.0.140,215,49048,161,2065,350,7,68.49355809231763,3,UDP,5187,40596,29120,15.912783677107802,41.86736279958026,26.130239726763065,0,7,158,9
3241,1,10.0.0.249,10.0.0.200,43,48552,323,242,779,1,99.25102208632808,2,UDP,27940,3495,37357,26.415562232000877,37.5214773366031,92.48859454606995,1,10,965,18
3242,5,10.0.0.104,10.0.0.167,223,1000,394,1504,675,8,35.142792810192255,1,TCP,18447,6301,41601,31.713954326622428,44.41452054327115,84.6796310936615,1,5,192,1
3243,7,10.0.0.100,10.0.0.198,252,4562,128,2536,482,10,87.69580096869859,4,TCP,917,49433,31947,44.991255443363436,28.101882449679174,85.44077821033846,0,1,558,20
3244,8,10.0.0.174,10.0.0.141,442,26259,282,1113,109,4,28.675201066843467,3,TCP,42316,30201,40916,46.07195262952124,15.753130457821612,59.13304193201185,0,3,148,8
3245,4,10.0.0.136,10.0.0.76,159,23291,288,2718,243,5,28.750572556546857,2,UDP,29519,28734,10998,49.12300232911927,20.52416128235796,2.865885312175169,1,9,874,13
3246,7,10.0.0.149,10.0.0.254,206,19622,69,1332,815,5,79.43904833952966,3,TCP,56542,15963,21098,36.03387748823737,25.62976214848845,43.697193994679026,0,0,993,18
3247,5,10.0.0.197,10.0.0.81,297,30921,344,1290,738,1,20.671100876991336,5,TCP,55225,2150,14437,29.826440621002607,11.186909545619784,29.2822785835906,0,1,203,13
3248,7,10.0.0.72,10.0.0.250,323,17345,491,2316,784,6,75.7571293821682,2,TCP,63780,25073,23891,38.82287964496874,31.272469041099104,34.988796187564915,1,10,387,5
3249,5,10.0.0.6,10.0.0.216,248,25779,498,3422,958,3,72.55994338105428,4,ICMP,51254,27028,17980,16.567026487133706,48.3762608490738,72.06044774847729,0,10,914,5
3250,2,10.0.0.42,10.0.0.138,488,2324,364,546,147,7,91.31318387695981,5,UDP,17577,13490,14466,25.290295590203865,46.39185182989266,75.40288458118901,0,3,969,12
3251,9,10.0.0.219,10.0.0.70,471,25062,228,3380,159,1,44.8300824504338,2,TCP,37556,3786,17807,28.996952067838123,46.29296722339192,85.34523234491898,0,10,240,13
3252,4,10.0.0.223,10.0.0.119,234,49700,110,598,211,8,52.30174486450955,3,TCP,1111,16198,35207,16.994721980466984,44.020907940281106,4.176594971709781,0,5,835,2
3253,3,10.0.0.174,10.0.0.254,311,20195,195,2691,757,3,11.671427104271288,4,UDP,60900,48998,28295,13.664731466422781,36.72977723312572,69.27718007102777,0,7,105,10
3254,2,10.0.0.89,10.0.0.14,142,4072,283,2147,169,4,76.75070069244175,2,TCP,3144,21868,32151,21.470466052759456,17.196450816299432,73.71337070664626,0,6,268,16
3255,5,10.0.0.147,10.0.0.206,40,39766,350,4204,391,6,23.790473322992852,2,UDP,57176,3445,25569,42.236706492977945,16.89471438548046,99.47323689254281,1,9,187,19
3256,9,10.0.0.233,10.0.0.221,25,6743,306,805,131,8,55.8950516997771,4,TCP,47867,49739,23461,5.92143151873621,41.17144568342669,77.79346034243362,1,9,728,15
3257,5,10.0.0.169,10.0.0.107,73,37771,227,4023,749,5,85.11845296803975,3,UDP,23167,5942,31695,6.3513600987091055,20.752526162459695,77.79472079585666,0,4,403,9
3258,10,10.0.0.194,10.0.0.78,297,10263,352,4929,616,7,44.98391613201639,5,ICMP,14233,5048,6277,49.98191869033848,15.93512080460898,26.502461656098795,0,10,588,10
3259,8,10.0.0.178,10.0.0.152,392,45812,285,2033,630,7,43.830481175773365,4,UDP,22389,43525,21303,26.39348981508639,47.63365534390153,61.25159826424264,0,10,401,12
3260,4,10.0.0.181,10.0.0.219,432,32067,427,200,741,8,74.00089316093656,4,TCP,4027,4686,25558,8.27075179481957,41.75454320834392,28.085855837966026,1,7,870,14
3261,5,10.0.0.48,10.0.0.90,489,7143,63,791,562,4,73.15866907214439,2,ICMP,34545,47277,4890,12.270314645903975,46.340403702276866,45.09497954616303,1,7,484,1
3262,7,10.0.0.148,10.0.0.240,290,40640,122,1125,350,8,97.01627115931741,4,TCP,8554,26463,30948,14.701454898758666,2.6280617218397593,66.12655664614594,1,7,831,17
3263,9,10.0.0.106,10.0.0.154,463,24745,447,919,960,7,32.84389516753767,4,TCP,34238,32571,45635,45.32381965483373,8.591340185601315,17.331467167226087,1,6,514,19
3264,6,10.0.0.129,10.0.0.18,408,41256,188,3032,173,10,65.43330412186886,4,TCP,57991,31463,46627,21.17854494454175,2.3369514500211217,2.4748072016321476,0,5,704,2
3265,5,10.0.0.232,10.0.0.41,246,44521,57,180,330,10,18.82794258580932,1,UDP,47374,46919,46772,36.34832725716219,17.52882725545465,74.86424003667688,1,4,635,10
3266,7,10.0.0.171,10.0.0.181,191,23169,458,3997,768,3,41.76769321679673,4,UDP,48622,6594,19310,46.7790371068903,31.74175761249428,76.09199541667535,1,8,949,2
3267,3,10.0.0.247,10.0.0.99,112,29452,179,2969,721,4,60.83235155511318,1,TCP,11399,49584,5419,27.731779353242793,20.814096215259177,80.11619090007063,1,2,69,15
3268,6,10.0.0.128,10.0.0.167,418,29582,435,1283,311,1,34.19030345992757,5,ICMP,12774,26195,3046,20.237539563778448,34.93773422169538,89.73933518591775,0,1,918,8
3269,9,10.0.0.238,10.0.0.88,478,29686,389,937,978,5,55.185021463362425,5,ICMP,54633,18104,26864,11.532443407742202,46.31027869101451,25.090077666693965,0,5,564,16
3270,2,10.0.0.61,10.0.0.182,297,47982,468,4493,246,6,4.237836190109088,1,UDP,43036,21939,6439,12.766211687124052,1.2935508213399443,26.06825840100928,1,6,533,2
3271,9,10.0.0.76,10.0.0.155,121,35349,240,4017,566,9,87.4072740467486,1,TCP,22315,46584,19487,47.01763682307989,11.324709532812456,83.80046101000818,0,2,822,6
3272,8,10.0.0.1,10.0.0.36,375,25201,168,3285,513,6,65.59779609470111,3,ICMP,51353,6006,22963,31.36453296407358,34.739221423041066,60.4961274893157,1,4,632,10
3273,3,10.0.0.199,10.0.0.60,117,47489,493,4341,167,4,1.990118329554212,1,TCP,28777,43576,34483,39.04648514826495,7.8263139881587955,50.10114612971914,0,8,636,1
3274,9,10.0.0.151,10.0.0.179,21,36901,197,276,543,1,41.22881733897465,4,ICMP,53293,23125,30942,49.43896726624879,49.103839948139914,80.35646090834852,0,2,938,4
3275,4,10.0.0.220,10.0.0.112,403,44497,298,1989,505,1,99.15909031688588,3,UDP,63473,17381,2972,44.25644329357346,48.28379421228537,90.08191239924142,0,9,173,19
3276,1,10.0.0.238,10.0.0.180,198,9150,316,3476,498,7,48.17500877152207,1,ICMP,11274,43992,16633,34.82770682644761,47.97950679096545,38.16008416115945,1,9,942,7
3277,1,10.0.0.181,10.0.0.185,270,39169,398,305,646,4,68.22932236705051,4,TCP,25912,31723,23164,9.671926396266652,4.919288494409615,59.92387407269382,0,10,427,9
3278,2,10.0.0.145,10.0.0.33,180,4325,203,174,721,8,70.13472442973332,2,UDP,1859,2747,48645,42.1578903920089,39.99589318147524,17.34451760306169,0,4,336,2
3279,6,10.0.0.88,10.0.0.64,96,17267,254,2429,859,4,6.319146099232259,4,TCP,30032,44089,29738,12.080800519388843,27.84557650274113,56.45594224069954,1,8,239,1
3280,4,10.0.0.37,10.0.0.97,55,21742,264,4053,586,6,2.6292315734557925,1,ICMP,15681,43970,2463,38.581740342118124,46.8483649283112,93.66796155677426,0,1,288,18
3281,10,10.0.0.111,10.0.0.82,37,25260,59,2546,812,7,28.57684392285823,5,UDP,60142,27698,41758,27.724322751024765,4.181438600031305,50.703048072250034,0,4,348,6
3282,4,10.0.0.119,10.0.0.137,367,25987,194,1826,227,7,59.449757924938865,1,TCP,33535,34560,17541,7.786313880530339,25.034367966309002,93.31355608997805,0,2,597,14
3283,5,10.0.0.225,10.0.0.216,500,8598,205,1763,291,10,56.488898582416184,1,TCP,41827,37579,28837,14.304151410204431,21.20751190169489,11.318047598269777,1,6,999,10
3284,5,10.0.0.61,10.0.0.175,193,5119,303,1620,958,1,81.00213057831012,1,ICMP,10576,23219,27861,29.340407551876893,5.787096395072693,25.287403493621866,0,9,460,4
3285,7,10.0.0.108,10.0.0.116,334,40483,76,1910,763,4,99.68614081530487,3,ICMP,32347,40910,17327,24.277232838413752,39.273355529772786,39.25133155847839,1,1,523,14
3286,1,10.0.0.67,10.0.0.30,307,18498,52,2711,915,8,20.256735655786876,1,TCP,61651,23374,38978,23.478001987522017,33.358060623326196,33.08760079157612,1,9,91,1
3287,7,10.0.0.141,10.0.0.128,238,38323,154,2026,899,2,2.4584283764536736,1,TCP,48433,7797,37048,47.093205881717545,7.435959261162149,64.24926420134976,0,9,803,2
3288,3,10.0.0.96,10.0.0.159,129,7638,395,2633,102,2,28.76609063350734,3,UDP,9303,40961,19681,31.16536288865924,43.79413602996941,47.744915562347686,1,2,338,14
3289,6,10.0.0.169,10.0.0.58,175,28024,284,404,294,9,87.97998028636235,3,UDP,19408,35734,2420,11.61526006060543,27.857720767608097,96.84763306925501,0,3,172,7
3290,9,10.0.0.168,10.0.0.74,206,15674,460,1195,835,5,8.457103069493515,4,UDP,40960,26406,36629,44.64168673293008,4.842794401136305,82.00675880981059,1,9,746,6
3291,1,10.0.0.159,10.0.0.31,403,48589,312,4438,407,8,95.5337562989917,2,TCP,17579,22946,45747,29.83360144244687,25.66066561181445,11.515312676110538,0,7,981,3
3292,9,10.0.0.193,10.0.0.3,68,46458,256,979,838,4,50.72736201240419,4,TCP,38678,46516,25962,1.046712106437214,12.328179840758212,47.71534118481407,1,7,576,1
3293,10,10.0.0.157,10.0.0.203,155,14688,453,4592,884,7,47.314446356083685,4,TCP,31647,47632,8844,22.76719114336948,21.82396384402357,30.198341103722523,0,8,442,5
3294,5,10.0.0.81,10.0.0.252,453,7988,130,2292,928,9,42.097368454197536,1,ICMP,11686,44036,17192,3.218316409563047,2.004756622768952,94.26220550935874,0,1,99,11
3295,3,10.0.0.52,10.0.0.210,106,6079,369,4949,351,3,56.610993194183735,3,TCP,26279,41521,39762,43.06521724437452,36.03145809894377,59.71958096402847,1,6,700,17
3296,1,10.0.0.211,10.0.0.237,437,16127,79,3886,490,1,54.19314286885866,1,TCP,5398,31135,49551,6.996184230162881,46.3459631472899,64.90570778418241,0,8,983,18
3297,3,10.0.0.250,10.0.0.57,47,23669,360,2202,323,2,11.244242699508039,3,TCP,27068,43008,18070,28.736393370953035,3.5825802537585187,97.29380426574303,1,9,358,4
3298,3,10.0.0.167,10.0.0.120,154,38225,247,2403,890,10,88.31485406963283,2,UDP,54547,3066,32902,2.032394297265231,43.49845679771164,71.08325545171957,0,1,635,14
3299,2,10.0.0.139,10.0.0.15,13,44129,500,4016,107,3,43.16399809291063,2,UDP,17781,8071,3849,45.14413429226764,22.532831995019148,16.130432926932485,1,4,95,13
3300,7,10.0.0.45,10.0.0.154,186,23599,298,1693,297,2,24.960885131052265,3,ICMP,57409,24836,24269,48.09531462250573,20.661592103770737,63.930870904326746,0,8,809,3
3301,5,10.0.0.47,10.0.0.170,285,27145,383,1614,348,4,49.23961447537559,3,UDP,58551,45675,39341,44.69281292114207,26.869760032934078,74.20617289995964,0,0,546,19
3302,3,10.0.0.3,10.0.0.81,312,43057,85,996,927,2,17.75498558637533,4,TCP,14917,37499,19301,26.96940927216968,41.540360797698874,25.006250299949468,1,5,517,12
3303,6,10.0.0.76,10.0.0.207,439,15538,153,2909,257,10,55.368121947272485,3,TCP,47650,43383,29231,38.49514559011415,30.303582618766317,46.78873219025348,1,10,485,10
3304,6,10.0.0.4,10.0.0.183,377,39346,471,1885,250,9,88.81078442662809,4,ICMP,59716,27500,21875,14.387918608939213,3.066512558931254,43.446141444925885,0,10,963,20
3305,10,10.0.0.121,10.0.0.2,443,21197,500,2974,382,7,56.372531667087735,3,TCP,2667,4004,42825,45.54506215873804,34.90614149851412,86.39243052180952,0,7,100,2
3306,8,10.0.0.237,10.0.0.136,245,31784,235,4659,382,9,17.29240691533932,3,ICMP,32473,47862,28090,42.464060214537966,38.23146567671707,13.626724189524781,0,3,388,16
3307,4,10.0.0.44,10.0.0.67,211,29996,497,2342,668,10,22.773536083722767,1,ICMP,56078,9752,28133,46.00737463929318,26.379503022258874,7.978627245295552,1,4,269,3
3308,8,10.0.0.17,10.0.0.252,433,35237,350,4670,599,3,60.34344357410268,1,ICMP,16075,38242,16894,26.42910680792638,9.338901025765496,22.038075259564184,0,4,575,19
3309,8,10.0.0.77,10.0.0.213,224,24661,241,1349,376,5,81.93865436123832,4,UDP,37513,24973,15249,7.824787698274101,40.042356637487345,46.0743692402665,1,4,244,5
3310,10,10.0.0.99,10.0.0.174,79,5890,339,4750,624,9,84.6101445089252,2,UDP,47127,6816,3082,20.777306334974575,38.99439455644488,61.556072059400606,1,5,546,11
3311,10,10.0.0.81,10.0.0.42,244,25766,354,4118,126,6,31.644331474116314,3,TCP,6018,45114,26556,15.141405088361713,41.18169968892414,48.226938427646935,0,1,410,9
3312,2,10.0.0.109,10.0.0.161,86,6712,294,296,472,4,43.98946622307739,2,UDP,37511,42474,4483,16.625626196158752,12.70658974806368,53.21562869400221,0,9,982,4
3313,4,10.0.0.121,10.0.0.143,34,49230,401,766,408,5,96.79532044483392,4,ICMP,35727,23072,32519,26.38987766793202,20.256471182722844,12.427280765461331,0,1,704,14
3314,5,10.0.0.186,10.0.0.251,368,19365,91,3222,430,8,70.41262706298244,1,ICMP,19521,23884,27938,24.50758193545361,5.696009125035612,15.651402244597909,1,4,942,1
3315,2,10.0.0.222,10.0.0.227,472,2557,414,4340,479,8,29.26614007623256,2,TCP,61044,6467,32140,17.245537390922422,4.6788956066176794,13.735694919276227,1,7,569,3
3316,4,10.0.0.29,10.0.0.144,186,44907,345,2606,203,3,61.101752738298494,1,TCP,14498,20944,37663,30.7289917224121,24.908176796597093,69.42994433608175,1,9,298,10
3317,7,10.0.0.49,10.0.0.184,476,24261,364,4716,441,3,76.55265641829718,2,ICMP,15396,28487,18748,27.733473756155142,24.922317031697883,82.38424591047749,0,9,435,4
3318,1,10.0.0.253,10.0.0.209,349,2295,152,1929,290,10,84.81979621978257,4,ICMP,17468,48250,24198,44.119636421839196,24.33963533808344,91.26556518204502,1,0,286,9
3319,10,10.0.0.78,10.0.0.245,91,34898,431,4769,990,9,24.88639166393664,5,ICMP,59525,2856,5535,35.78841970460887,3.5760923473075565,34.81785693217533,1,0,283,16
3320,10,10.0.0.125,10.0.0.88,469,25642,327,1726,795,3,86.2168697409777,1,UDP,43894,27863,42721,17.253196017732936,36.847809884935536,48.158680574057094,1,5,777,20
3321,8,10.0.0.185,10.0.0.69,382,32946,157,2708,725,5,52.60078495132508,3,UDP,14403,31457,34318,15.678638083512539,23.270428793957883,98.92219309510654,1,0,313,20
3322,5,10.0.0.159,10.0.0.244,191,33056,497,216,984,4,29.646673120317267,5,TCP,14371,17545,44168,17.811948778110906,12.618414513573983,61.04767003457123,0,1,845,13
3323,2,10.0.0.191,10.0.0.115,341,10535,460,3846,241,6,88.4308683761228,5,UDP,42235,16344,33692,3.8659120145138077,29.717823093797612,95.77722098493092,1,6,696,10
3324,2,10.0.0.86,10.0.0.103,443,12334,296,1830,211,6,91.77406532088145,3,TCP,51445,13657,44483,22.31257954154361,37.047303856763484,56.767412179125905,0,8,165,17
3325,5,10.0.0.31,10.0.0.72,150,43695,84,3107,183,4,88.77408236129334,1,UDP,31641,24967,13091,40.8582299375694,10.703229538409671,97.5664692219257,0,2,280,11
3326,8,10.0.0.181,10.0.0.110,238,34383,457,2574,605,6,88.10178474318488,4,UDP,36853,5961,25312,17.789621043611586,28.878792174098333,5.342455556688232,0,1,134,2
3327,8,10.0.0.202,10.0.0.201,75,37859,219,3625,206,5,60.325468286279836,5,TCP,56946,14240,4480,27.03269669283623,3.452025996113542,67.2824608586327,0,7,510,4
3328,2,10.0.0.20,10.0.0.63,50,24284,237,3391,803,9,81.14839197703296,3,ICMP,60691,3642,7978,36.26041600525729,24.85361783757173,4.860694260139659,1,6,251,20
3329,1,10.0.0.97,10.0.0.54,375,9065,381,3915,457,1,1.3204325071941232,2,UDP,8982,48742,18813,12.13631450899983,10.240465472486015,64.59793856828688,0,3,71,5
3330,9,10.0.0.100,10.0.0.66,118,12846,370,3730,362,10,18.560362590159066,5,ICMP,43037,40329,31597,45.19542404176778,1.1108957511261308,33.452149322354,0,5,952,11
3331,4,10.0.0.237,10.0.0.178,226,25978,108,1220,515,9,46.00035904926985,4,TCP,44887,47337,10677,28.820003850377894,38.15049907421539,80.70870656143487,0,6,931,1
3332,3,10.0.0.64,10.0.0.194,183,5380,411,3571,566,2,41.33005609387979,2,UDP,2902,10565,4003,44.410153141707234,17.344340993706837,9.926895964509441,1,10,703,5
3333,3,10.0.0.94,10.0.0.147,137,42810,81,3657,882,7,9.577683376019756,5,TCP,19287,16027,36729,4.481063281186515,30.533854725577836,4.337603493981316,0,5,50,14
3334,9,10.0.0.152,10.0.0.251,149,10045,326,4917,426,7,87.79538455206284,1,TCP,45950,5578,12436,17.39897966284292,7.389169830577018,24.588157468393106,0,7,558,3
3335,9,10.0.0.126,10.0.0.219,214,37520,335,610,750,5,38.98920890109421,2,UDP,39692,2795,18297,14.924378374411486,25.37340548034142,25.273083315760577,0,6,488,11
3336,2,10.0.0.249,10.0.0.53,309,48790,238,4565,279,9,34.3892570569697,3,UDP,5845,11935,11276,35.666008375722654,49.36894384743485,68.61160592916674,1,0,723,12
3337,4,10.0.0.3,10.0.0.139,459,11299,300,1564,252,4,89.56108192721321,2,TCP,40653,26560,27853,22.75210534452398,25.937784422623523,89.73273400450289,1,9,783,14
3338,7,10.0.0.16,10.0.0.193,147,6892,307,1970,751,5,30.940651790182546,1,ICMP,7827,37984,21690,10.002077184591563,28.247661631849194,96.68112396542953,0,8,546,20
3339,1,10.0.0.114,10.0.0.220,424,9129,83,1421,425,10,35.35808149353254,5,ICMP,30020,49564,11999,14.555277499981528,30.01131705513095,73.53921827751077,0,2,62,7
3340,7,10.0.0.211,10.0.0.60,67,37668,320,4894,502,5,18.796206715492218,3,UDP,51369,41288,29624,11.95357747466405,20.762483372545624,79.38766461247366,1,1,968,1
3341,5,10.0.0.165,10.0.0.77,330,21150,495,2145,362,10,79.7215935957216,4,UDP,62228,2193,47856,32.15162438636731,25.983227709298614,9.010774636638484,1,3,578,11
3342,5,10.0.0.15,10.0.0.166,159,13290,178,2228,455,9,57.164772673027166,2,UDP,61824,47125,2385,34.897604554534695,46.823899841988045,60.0796373339991,0,4,237,20
3343,2,10.0.0.46,10.0.0.167,439,20095,424,1796,177,2,30.201281418567284,3,TCP,25544,34490,9038,19.105354816767424,38.020683488271835,77.68426008304435,0,10,552,6
